,Date_Time,E,I,D,H,Avg,Std,Avg_w,Std_w
1854,2018-07-09 15:00:00,6.158873333333332,30,0,0,4.25535,0.79115,6.4962849999999985,0.3374116666666662
1855,2018-07-09 15:30:00,5.964813333333333,31,0,0,5.36665,0.32494999999999985,6.061843333333332,0.09702999999999973
1856,2018-07-09 16:00:00,4.889353333333333,32,0,0,5.580349999999999,0.021949999999999914,5.427083333333333,0.5377299999999998
1857,2018-07-09 16:30:00,3.7304466666666665,33,0,0,4.5882,1.2363999999999997,4.3099,0.5794533333333334
1858,2018-07-09 17:00:00,4.397233333333334,34,0,0,3.9794,1.0244999999999997,4.063840000000001,0.3333933333333339
1859,2018-07-09 17:30:00,4.942186666666666,35,0,0,4.0678,0.9338,4.66971,0.27247666666666603
1860,2018-07-09 18:00:00,4.228823333333333,36,0,0,4.4817,0.6179999999999997,4.5855049999999995,0.3566816666666668
1861,2018-07-09 18:30:00,3.8892499999999997,37,0,0,4.658799999999999,1.1988999999999996,4.059036666666666,0.16978666666666653
1862,2018-07-09 19:00:00,4.589099999999999,38,0,0,4.1986,1.2389,4.2391749999999995,0.3499249999999998
1863,2018-07-09 19:30:00,4.941153333333333,39,0,0,3.8973999999999998,0.9537999999999998,4.765126666666666,0.176026666666667
1864,2018-07-09 20:00:00,4.663236666666667,40,0,0,4.0911,0.6955,4.802195,0.13895833333333307
1865,2018-07-09 20:30:00,4.136523333333333,41,0,0,4.874,0.2972999999999999,4.39988,0.2633566666666671
1866,2018-07-09 21:00:00,4.628816666666667,42,0,0,5.21345,0.4378500000000001,4.38267,0.24614666666666718
1867,2018-07-09 21:30:00,4.590310000000001,43,0,0,4.879949999999999,0.17345000000000033,4.609563333333334,0.019253333333333345
1868,2018-07-09 22:00:00,3.8873933333333333,44,0,0,4.73635,0.021150000000000002,4.238851666666667,0.35145833333333365
1869,2018-07-09 22:30:00,3.128146666666667,45,0,0,5.209999999999999,0.4125000000000001,3.50777,0.3796233333333332
1870,2018-07-09 23:00:00,3.9635466666666663,46,0,0,5.3786000000000005,0.11909999999999998,3.545846666666667,0.41769999999999974
1871,2018-07-09 23:30:00,4.282426666666666,47,0,0,5.215349999999999,0.4564499999999998,4.122986666666666,0.1594399999999998
1872,2018-07-10 00:00:00,4.6011299999999995,0,1,0,4.434699999999999,0.45959999999999956,4.441778333333333,0.15935166666666678
1873,2018-07-10 00:30:00,4.8519066666666655,1,1,0,4.07865,0.7245499999999996,4.726518333333333,0.125388333333333
1874,2018-07-10 01:00:00,4.76653,2,1,0,4.28665,0.5191499999999998,4.809218333333333,0.04268833333333255
1875,2018-07-10 01:30:00,4.364603333333334,3,1,0,4.308249999999999,1.2910499999999998,4.565566666666667,0.20096333333333316
1876,2018-07-10 02:00:00,4.304313333333334,4,1,0,4.1559,1.2489999999999997,4.334458333333334,0.03014500000000009
1877,2018-07-10 02:30:00,4.660959999999999,5,1,0,3.93175,1.0432499999999998,4.482636666666666,0.17832333333333272
1878,2018-07-10 03:00:00,3.8086633333333335,6,1,0,4.39895,0.60375,4.234811666666666,0.4261483333333329
1879,2018-07-10 03:30:00,3.45722,7,1,0,4.931649999999999,0.40474999999999994,3.6329416666666665,0.17572166666666678
1880,2018-07-10 04:00:00,3.639956666666667,8,1,0,5.3012,0.5989,3.5485883333333335,0.0913683333333335
1881,2018-07-10 04:30:00,3.967136666666667,9,1,0,5.016249999999999,0.3356500000000002,3.803546666666667,0.16359000000000012
1882,2018-07-10 05:00:00,4.299733333333333,10,1,0,4.99625,0.013650000000000162,4.133435,0.166298333333333
1883,2018-07-10 05:30:00,3.7051399999999988,11,1,0,5.2809,0.29879999999999995,4.002436666666666,0.2972966666666672
1884,2018-07-10 06:00:00,3.182010000000001,12,1,0,5.32845,0.27075000000000005,3.443575,0.26156499999999894
1885,2018-07-10 06:30:00,3.776073333333333,13,1,0,5.30025,0.6006500000000004,3.4790416666666673,0.29703166666666614
1886,2018-07-10 07:00:00,3.899059999999999,14,1,0,4.9268,0.21730000000000027,3.837566666666666,0.061493333333332956
1887,2018-07-10 07:30:00,3.8926399999999997,15,1,0,5.2056,0.11610000000000031,3.8958499999999994,0.003209999999999713
1888,2018-07-10 08:00:00,4.307026666666666,16,1,0,5.36655,0.009650000000000158,4.099833333333333,0.20719333333333334
1889,2018-07-10 08:30:00,4.74838,17,1,0,5.33135,0.6127500000000001,4.527703333333333,0.22067666666666685
1890,2018-07-10 09:00:00,5.399399999999999,18,1,0,5.1564499999999995,0.43984999999999985,5.07389,0.3255099999999995
1891,2018-07-10 09:30:00,4.85847,19,1,0,5.02745,0.044849999999999834,5.128934999999999,0.27046499999999973
1892,2018-07-10 10:00:00,4.845523333333332,20,1,0,5.336,0.2528999999999999,4.851996666666666,0.006473333333333997
1893,2018-07-10 10:30:00,4.923376666666666,21,1,0,5.29315,0.1927500000000002,4.884449999999999,0.03892666666666722
1894,2018-07-10 11:00:00,5.0686133333333325,22,1,0,5.3466,0.6048,4.995994999999999,0.07261833333333323
1895,2018-07-10 11:30:00,4.67691,23,1,0,5.019,0.2841,4.872761666666666,0.1958516666666661
1896,2018-07-10 12:00:00,5.424086666666666,24,1,0,5.11945,0.010650000000000048,5.0504983333333335,0.37358833333333274
1897,2018-07-10 12:30:00,5.82309,25,1,0,5.279299999999999,0.1452,5.623588333333332,0.19950166666666694
